2024-05-28 09:26:16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:19,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:20,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:27,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 09:26:28,1.0,0.2,0.5,0.0,0.2,0.5,0.0
2024-05-28 09:26:29,1.0,0.2,0.5,0.0,0.4,1.0,0.0
2024-05-28 09:26:30,1.0,0.2,0.6,0.0,0.6000000000000001,1.6,0.0
2024-05-28 09:26:31,1.0,0.2,0.7,0.0,0.8,2.3,0.0
2024-05-28 09:26:32,1.0,0.2,0.9,0.0,1.0,3.1999999999999997,0.0
2024-05-28 09:26:33,1.0,0.2,0.8,0.0,1.2,4.0,0.0
2024-05-28 09:26:34,1.0,0.2,0.6,0.0,1.4,4.6,0.0
2024-05-28 09:26:35,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:36,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:37,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:38,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:39,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:40,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:41,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:42,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:43,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 09:26:44,1.0,0.0,0.0,0.0,1.4,4.6,0.0
